,0
age_band_55<=,0.9929512086098408
highest_education_No Formal quals,0.9900285390090431
highest_education_Post Graduate Qualification,0.9896159268301069
code_module_AAA,0.974727504040161
imd_band_Unknown,0.963896434343087
region_Ireland,0.9618333734484062
region_North Region,0.9438847436646839
region_Yorkshire Region,0.9392428566516522
region_South East Region,0.9350135818175567
region_Wales,0.9332255957088333
region_East Midlands Region,0.9288931678300038
region_South West Region,0.9248358147371316
region_West Midlands Region,0.9225664477529828
code_module_GGG,0.9210879207784617
imd_band_90-100%,0.9194718564109617
imd_band_80-90%,0.9141766667812812
region_North Western Region,0.913764054602345
imd_band_70-80%,0.9098098545542069
imd_band_60-70%,0.9091221675893133
code_module_EEE,0.9079187154007495
region_South Region,0.9039988997008561
region_London Region,0.9037925936113881
disability_Y,0.903689440566654
imd_band_0-10%,0.9034487501289413
imd_band_50-60%,0.9025547570745797
imd_band_40-50%,0.9001134683492075
region_East Anglian Region,0.8979472544097926
imd_band_10-20,0.8961248839528246
region_Scotland,0.8910016160643675
imd_band_20-30%,0.8906921569301653
imd_band_30-40%,0.8905890038854314
num_of_prev_attempts,0.8762163463191556
code_module_CCC,0.8632534470309116
code_presentation_2013B,0.8538665199601142
highest_education_HE Qualification,0.8513564625382526
code_module_DDD,0.8029433002097445
code_module_BBB,0.7733727607193206
code_presentation_2014B,0.765292438881821
code_module_FFF,0.7566963518206512
code_presentation_2013J,0.728122958429323
age_band_35-55,0.7075267338307603
code_presentation_2014J,0.6527180827287419
highest_education_Lower Than A Level,0.6060929065089571
highest_education_A Level or Equivalent,0.5629061651136402
gender_F,0.5581267407076299
gender_M,0.4418732592923701
age_band_0-35,0.299522057559399
assess_max,0.16748616029983152
assess_mean,0.16748616029983152
assess_count,0.16497610287796996
disability_N,0.09631055943334595
vle_std,0.014819654093456659
vle_mean,0.0
studied_credits,0.0
vle_total,0.0
