id_student,total_clicks,avg_daily_clicks,std_clicks,active_days,interactions,assess_mean,assess_max,assess_count,Week,Days
6516,1011,4.746478873239437,5.82217210453983,46,213,54.0,60.0,2.0,8,56
8462,527,2.3526785714285716,2.5315395206575118,36,224,87.0,93.0,6.0,8,56
11391,529,5.877777777777778,10.05359545252822,18,90,81.5,85.0,2.0,8,56
23629,84,2.4,1.866106358484551,10,35,67.0,67.0,1.0,8,56
23698,392,2.820143884892086,8.6420372988549,34,139,86.0,94.0,2.0,8,56
23798,206,2.1020408163265305,1.5229501749664216,20,98,93.33333333333333,100.0,3.0,8,56
24186,27,1.588235294117647,1.2776356840572631,8,17,0.0,0.0,0.0,8,56
24213,695,3.1026785714285716,3.2933132367864077,33,224,84.5,91.0,2.0,8,56
24391,92,2.4210526315789473,2.355345604380378,11,38,0.0,0.0,0.0,8,56
24734,124,2.2962962962962963,1.7334623399823161,12,54,41.0,41.0,1.0,8,56
25107,177,2.36,2.8362518090473428,28,75,59.5,60.0,2.0,8,56
25150,426,4.4375,9.826722428369012,27,96,97.0,97.0,1.0,8,56
25261,995,3.0615384615384613,3.6862981325616158,38,325,78.0,78.0,1.0,8,56
25572,106,2.0,1.4005493427717788,19,53,55.0,80.0,2.0,8,56
25629,16,2.2857142857142856,1.1126972805283737,3,7,0.0,0.0,0.0,8,56
25997,13,1.8571428571428572,2.2677868380553634,1,7,86.5,100.0,2.0,8,56
26023,135,2.3275862068965516,2.003400013787813,19,58,0.0,0.0,0.0,8,56
26192,1061,3.524916943521595,3.7722951116986176,42,301,85.0,87.0,2.0,8,56
26211,4787,6.27391874180865,13.853931995508374,69,763,91.25,99.0,4.0,8,56
26247,478,3.22972972972973,4.049178290025798,18,148,88.0,88.0,1.0,8,56
26315,657,3.5901639344262297,6.305527966793168,23,183,30.5,60.0,2.0,8,56
26734,112,2.036363636363636,2.227468554574039,14,55,100.0,100.0,1.0,8,56
26915,61,1.967741935483871,1.4255728899344742,7,31,0.0,0.0,0.0,8,56
27116,547,2.6682926829268294,4.852452332522905,36,205,89.5,90.0,2.0,8,56
27189,406,3.5,4.344912066954315,16,116,50.0,52.0,2.0,8,56
27417,337,3.303921568627451,3.660842341217791,22,102,64.33333333333333,80.0,3.0,8,56
27683,349,2.6240601503759398,3.965001249110198,22,133,71.0,78.0,2.0,8,56
27759,165,1.9879518072289157,2.3812989686591095,17,83,68.66666666666667,80.0,3.0,8,56
27780,196,3.69811320754717,9.418853649136965,12,53,65.0,65.0,1.0,8,56
27891,270,2.872340425531915,3.283173270111403,15,94,69.375,100.0,8.0,8,56
27935,599,2.4448979591836735,2.527314814970867,33,245,74.0,75.0,2.0,8,56
