id_assessment,id_student,date_submitted,is_banked,score
1752,11391,18,0,78.0
1752,28400,22,0,70.0
1752,31604,17,0,72.0
1752,32885,26,0,69.0
1752,38053,19,0,79.0
1752,45462,20,0,70.0
1752,45642,18,0,72.0
1752,52130,19,0,72.0
1752,53025,9,0,71.0
1752,57506,18,0,68.0
1752,58873,19,0,73.0
1752,59185,18,0,67.0
1752,62155,17,0,73.0
1752,63400,19,0,83.0
1752,65002,17,0,66.0
1752,70464,19,0,59.0
1752,71361,19,0,82.0
1752,74372,22,0,60.0
1752,75091,18,0,67.0
1752,77367,18,0,73.0
1752,91265,21,0,75.0
1752,94961,17,0,74.0
1752,98094,18,0,62.0
1752,100893,17,0,63.0
1752,101781,16,0,84.0
1752,102806,19,0,80.0
1752,102952,19,0,76.0
1752,104476,30,0,85.0
1752,106247,32,0,67.0
1752,106577,18,0,57.0
1752,110175,18,0,66.0
1752,111717,10,0,80.0
1752,113295,19,0,81.0
1752,114017,18,0,66.0
1752,114999,18,0,74.0
1752,116541,19,0,76.0
1752,116692,16,0,72.0
1752,118983,19,0,73.0
1752,123044,25,0,75.0
1752,127582,26,0,69.0
1752,129955,18,0,85.0
1752,132976,18,0,63.0
1752,134143,18,0,87.0
1752,135400,19,0,72.0
1752,137873,15,0,72.0
1752,141355,19,0,77.0
1752,141377,54,0,45.0
1752,142326,17,0,65.0
1752,144801,19,0,61.0
1752,145130,19,0,75.0
1752,146188,19,0,52.0
1752,147756,18,0,77.0
1752,147793,32,0,52.0
1752,148993,25,0,68.0
1752,151358,17,0,54.0
1752,155550,19,0,75.0
1752,155854,18,0,82.0
1752,155984,19,0,85.0
1752,157568,18,0,79.0
1752,159954,19,0,65.0
1752,164259,18,0,82.0
1752,167906,19,0,60.0
1752,168936,19,0,76.0
1752,172112,19,0,60.0
1752,172797,18,0,60.0
1752,174782,17,0,83.0
1752,175392,16,0,85.0
1752,175932,18,0,76.0
1752,175991,15,0,51.0
1752,180753,18,0,61.0
1752,181316,20,0,76.0
1752,183096,19,0,57.0
1752,183947,19,0,67.0
1752,184271,18,0,65.0
1752,185439,24,0,74.0
1752,186149,33,0,85.0
1752,187100,17,0,88.0
1752,188278,19,0,76.0
1752,189879,19,0,76.0
1752,192183,19,0,75.0
1752,200860,18,0,69.0
1752,202635,27,0,68.0
1752,205350,19,0,75.0
1752,205719,19,0,67.0
1752,227499,19,0,84.0
1752,227517,18,0,63.0
1752,228082,19,0,58.0
1752,228222,19,0,71.0
1752,229179,19,0,64.0
1752,229361,18,0,81.0
1752,231554,19,0,80.0
1752,235507,18,0,65.0
1752,236284,23,0,85.0
1752,238007,19,0,83.0
1752,240712,19,0,82.0
1752,240884,18,0,74.0
1752,241649,16,0,85.0
1752,241729,19,0,51.0
1752,242793,18,0,66.0
1752,246834,18,0,60.0
1752,248270,19,0,77.0
1752,255548,19,0,84.0
1752,256815,37,0,71.0
1752,258392,18,0,58.0
1752,258894,19,0,58.0
1752,260355,21,0,55.0
1752,262011,18,0,60.0
1752,262934,18,0,81.0
1752,268073,18,0,64.0
1752,268733,29,0,51.0
1752,271251,19,0,80.0
1752,277880,20,0,70.0
1752,279572,18,0,79.0
1752,281022,18,0,70.0
1752,281250,18,0,63.0
1752,282821,19,0,61.0
1752,286488,18,0,55.0
1752,287548,21,0,69.0
1752,290201,18,0,78.0
1752,290757,18,0,75.0
1752,291334,18,0,85.0
1752,294570,16,0,72.0
1752,294594,18,0,61.0
1752,295741,18,0,38.0
1752,296332,18,0,91.0
1752,298696,19,0,77.0
1752,300398,20,0,82.0
1752,302302,18,0,58.0
1752,305152,19,0,64.0
1752,305386,19,0,75.0
1752,306107,18,0,73.0
1752,306466,7,0,81.0
1752,306897,16,0,72.0
1752,307061,19,0,82.0
1752,307866,19,0,47.0
1752,311917,18,0,55.0
1752,312537,19,0,88.0
1752,312782,18,0,89.0
1752,318933,16,0,70.0
1752,319047,26,0,77.0
1752,321942,17,0,82.0
1752,324002,19,0,85.0
1752,324084,16,0,58.0
1752,324282,18,0,38.0
1752,331358,18,0,84.0
1752,332789,18,0,69.0
1752,333059,19,0,72.0
1752,333323,19,0,77.0
1752,334259,19,0,57.0
1752,334333,18,0,36.0
1752,335764,19,0,86.0
1752,336207,17,0,71.0
1752,339972,16,0,68.0
1752,342007,20,0,75.0
1752,342514,12,0,68.0
1752,342972,14,0,62.0
1752,343446,19,0,74.0
1752,344282,18,0,61.0
1752,345068,19,0,70.0
1752,345357,16,0,75.0
1752,346025,19,0,85.0
1752,350188,19,0,75.0
1752,357668,19,0,49.0
1752,364177,15,0,64.0
1752,365244,19,0,64.0
1752,365642,15,0,68.0
1752,366483,18,0,88.0
1752,368194,19,0,54.0
1752,368824,18,0,61.0
1752,368963,20,0,58.0
1752,376439,19,0,86.0
1752,376581,18,0,86.0
1752,380953,17,0,73.0
1752,383254,18,0,74.0
1752,386924,26,0,59.0
1752,386952,19,0,67.0
1752,388722,21,0,65.0
1752,388885,19,0,51.0
1752,390890,19,0,75.0
1752,392756,19,0,53.0
1752,392931,29,0,65.0
1752,393207,18,0,68.0
1752,396872,19,0,63.0
1752,398552,17,0,54.0
1752,401869,19,0,55.0
1752,402470,16,0,80.0
1752,404804,18,0,52.0
1752,405088,19,0,85.0
1752,414117,18,0,81.0
1752,415969,20,0,67.0
1752,420087,20,0,80.0
1752,429958,19,0,59.0
1752,441018,18,0,54.0
1752,441888,20,0,74.0
1752,442442,19,0,39.0
