id_student,total_clicks,avg_daily_clicks,std_clicks,active_days,interactions,assess_mean,assess_max,assess_count,Week,Days
6516,902,5.067415730337078,6.153952848105054,36,178,60.0,60.0,1.0,6,42
8462,450,2.393617021276596,2.649661809139108,29,188,87.8,93.0,5.0,6,42
11391,487,6.0875,10.553293024970266,13,80,78.0,78.0,1.0,6,42
23629,61,2.5416666666666665,1.9332146390351257,7,24,67.0,67.0,1.0,6,42
23698,383,2.9015151515151514,8.861840182899352,33,132,86.0,94.0,2.0,6,42
23798,191,2.1222222222222222,1.5421259058886805,17,90,90.0,90.0,1.0,6,42
24186,26,1.625,1.31021626713557,7,16,0.0,0.0,0.0,6,42
24213,581,3.0904255319148937,3.058662430006785,30,188,78.0,78.0,1.0,6,42
24391,78,2.3636363636363638,2.2053653583105826,9,33,0.0,0.0,0.0,6,42
24734,122,2.30188679245283,1.7495593473827955,11,53,41.0,41.0,1.0,6,42
25107,131,2.5686274509803924,3.3541311957690882,16,51,59.0,59.0,1.0,6,42
25150,309,3.4719101123595504,5.718967420388472,25,89,97.0,97.0,1.0,6,42
25261,958,3.100323624595469,3.7571965438279973,35,309,78.0,78.0,1.0,6,42
25572,104,2.0392156862745097,1.4136588600327236,17,51,55.0,80.0,2.0,6,42
25629,16,2.2857142857142856,1.1126972805283737,3,7,0.0,0.0,0.0,6,42
25997,13,1.8571428571428572,2.2677868380553634,1,7,0.0,0.0,0.0,6,42
26023,114,2.1923076923076925,1.715425535024525,17,52,0.0,0.0,0.0,6,42
26192,893,3.600806451612903,3.8522719720968217,35,248,87.0,87.0,1.0,6,42
26211,3196,5.407783417935702,8.91396963030287,55,591,93.66666666666667,99.0,3.0,6,42
26247,478,3.22972972972973,4.049178290025798,18,148,88.0,88.0,1.0,6,42
26315,517,3.251572327044025,5.496798324109973,21,159,30.5,60.0,2.0,6,42
26734,111,2.0555555555555554,2.243789472069194,13,54,100.0,100.0,1.0,6,42
26915,61,1.967741935483871,1.4255728899344742,7,31,0.0,0.0,0.0,6,42
27116,513,2.818681318681319,5.126583562661683,32,182,89.5,90.0,2.0,6,42
27189,248,3.757575757575758,4.832774664280444,6,66,52.0,52.0,1.0,6,42
27417,221,3.2028985507246377,3.562796778742161,17,69,64.33333333333333,80.0,3.0,6,42
27683,234,2.1666666666666665,2.048477894008864,17,108,64.0,64.0,1.0,6,42
27759,151,1.935897435897436,2.3977248067875205,14,78,61.0,61.0,1.0,6,42
27780,195,3.75,9.503095470919558,11,52,65.0,65.0,1.0,6,42
27891,221,3.0273972602739727,3.5783787558820466,11,73,69.71428571428571,100.0,7.0,6,42
27935,430,2.5294117647058822,2.6293213977904117,22,170,75.0,75.0,1.0,6,42
28046,127,2.54,2.296492445234778,9,50,58.0,58.0,1.0,6,42
28061,698,2.8032128514056227,2.721892597694216,41,249,78.0,78.0,1.0,6,42
28400,625,3.787878787878788,3.872649371676933,22,165,70.0,70.0,1.0,6,42
28418,160,2.2857142857142856,3.4521274983711643,10,70,30.0,30.0,1.0,6,42
28787,139,1.9577464788732395,2.245227444528949,17,71,89.0,89.0,1.0,6,42
28808,185,2.1511627906976742,2.3188102520370486,14,86,80.0,80.0,1.0,6,42
28897,875,4.050925925925926,7.79518032812429,32,216,86.0,86.0,1.0,6,42
28952,102,2.372093023255814,4.790979896857533,10,43,59.5,67.0,2.0,6,42
29144,310,2.2302158273381294,2.5290100794711203,18,139,60.0,60.0,1.0,6,42
29335,1745,4.4858611825192805,7.469382907705102,40,389,90.33333333333333,94.0,3.0,6,42
29411,408,2.4285714285714284,4.288365304971042,34,168,37.5,75.0,2.0,6,42
29420,168,2.4705882352941178,5.135392522994971,14,68,100.0,100.0,1.0,6,42
29639,3524,5.33939393939394,12.790596398645516,61,660,81.0,90.0,3.0,6,42
29764,422,4.395833333333333,10.89710648863089,20,96,91.0,92.0,2.0,6,42
29769,567,3.15,4.6599146418441775,32,180,88.0,88.0,1.0,6,42
29820,717,2.1661631419939575,3.5776499088471096,35,331,86.33333333333333,100.0,3.0,6,42
29985,63,1.75,1.4808298831591502,8,36,75.0,75.0,1.0,6,42
30091,240,3.8095238095238093,5.494446295320931,11,63,80.0,80.0,1.0,6,42
30096,338,3.7142857142857144,9.384722471816406,22,91,97.0,100.0,2.0,6,42
30268,281,3.6973684210526314,4.056335741666708,12,76,0.0,0.0,0.0,6,42
30531,1149,4.402298850574713,9.655759265984862,37,261,87.66666666666667,92.0,3.0,6,42
30549,70,1.8918918918918919,1.6462716088817817,9,37,35.0,35.0,1.0,6,42
30850,648,4.438356164383562,10.497272291173108,26,146,100.0,100.0,2.0,6,42
31014,431,3.3671875,3.958189146427648,30,128,85.0,85.0,1.0,6,42
31107,732,4.945945945945946,4.133460252248982,42,148,76.0,76.0,1.0,6,42
31161,1013,3.541958041958042,5.5399653249584615,44,286,90.5,92.0,2.0,6,42
31173,165,2.2916666666666665,2.340323199059552,11,72,92.0,92.0,1.0,6,42
31205,218,3.253731343283582,3.3364074472406267,11,67,0.0,0.0,0.0,6,42
31269,630,2.359550561797753,2.7016307704426064,33,267,45.0,45.0,1.0,6,42
31296,55,2.2,1.8257418583505538,8,25,78.0,78.0,1.0,6,42
31600,231,4.714285714285714,5.389032071408247,8,49,47.0,47.0,1.0,6,42
31604,685,3.4079601990049753,3.488944871792612,32,201,72.0,72.0,1.0,6,42
31663,1433,3.1915367483296215,3.5334902311298815,49,449,88.0,88.0,1.0,6,42
31849,492,3.5652173913043477,3.2844613635642648,23,138,81.0,81.0,1.0,6,42
32221,607,3.9161290322580644,6.017242366527068,22,155,94.0,94.0,1.0,6,42
32239,88,2.3783783783783785,1.7376764714754926,11,37,0.0,0.0,0.0,6,42
32327,453,4.670103092783505,9.2766751064661,12,97,1.0,1.0,1.0,6,42
32885,601,3.828025477707006,3.9713369575139246,26,157,69.0,69.0,1.0,6,42
32930,51,2.04,2.2263572639328726,3,25,1.0,1.0,1.0,6,42
33387,90,2.3684210526315788,1.6671881592860858,11,38,65.0,65.0,1.0,6,42
33600,481,3.536764705882353,6.0771680639554395,21,136,84.0,84.0,1.0,6,42
33666,656,3.8816568047337277,3.90179532554801,30,169,58.0,58.0,1.0,6,42
33681,271,1.963768115942029,2.287412142750144,14,138,79.4,94.0,5.0,6,42
33796,145,2.377049180327869,2.1997267589879543,11,61,72.5,75.0,2.0,6,42
33897,300,4.6875,5.715128906043888,4,64,54.5,59.0,4.0,6,42
33915,941,3.719367588932806,6.9781618249802735,27,253,89.5,93.0,2.0,6,42
33930,201,2.310344827586207,2.4078860014523893,23,87,78.0,78.0,1.0,6,42
34068,309,3.3956043956043955,8.335838451301864,30,91,82.0,86.0,2.0,6,42
34087,232,2.017391304347826,1.533157553019214,24,115,85.0,88.0,5.0,6,42
34229,251,2.5876288659793816,2.8275157578384493,14,97,73.0,73.0,1.0,6,42
34293,619,5.576576576576577,11.93813564670308,21,111,72.0,72.0,1.0,6,42
34353,176,2.983050847457627,4.187384688782811,11,59,95.0,95.0,1.0,6,42
34431,153,2.6379310344827585,2.307107826148597,11,58,0.0,0.0,0.0,6,42
34653,88,2.5142857142857142,3.0231599028697316,7,35,0.0,0.0,0.0,6,42
34662,136,2.4285714285714284,4.155422056486256,13,56,1.0,1.0,1.0,6,42
34731,608,3.3966480446927374,6.040517682269754,25,179,77.5,79.0,2.0,6,42
34756,72,1.6744186046511629,1.3223523453905583,8,43,71.0,71.0,1.0,6,42
34863,68,2.3448275862068964,1.837620007139777,4,29,64.0,64.0,1.0,6,42
35001,29,1.5263157894736843,0.7723284457212329,7,19,0.0,0.0,0.0,6,42
35340,592,4.0272108843537415,5.956400469336628,32,147,93.0,93.0,1.0,6,42
35355,1284,4.10223642172524,7.830481293642136,44,313,82.33333333333333,89.0,3.0,6,42
35502,545,1.8858131487889274,2.196297258005153,32,289,66.0,66.0,1.0,6,42
35508,1219,3.472934472934473,4.486644586991447,42,351,94.0,99.0,2.0,6,42
35544,297,2.855769230769231,3.937418870745689,20,104,94.0,94.0,1.0,6,42
35747,653,3.710227272727273,5.217674134767654,21,176,54.0,54.0,1.0,6,42
35796,601,3.1139896373056994,4.621897736578779,30,193,82.0,82.0,1.0,6,42
35812,19,1.7272727272727273,1.5550504230351563,3,11,71.0,71.0,1.0,6,42
35860,550,3.4375,8.09743145858087,18,160,86.33333333333333,89.0,3.0,6,42
36347,339,3.4242424242424243,4.618266547073098,30,99,84.0,84.0,1.0,6,42
36385,1046,4.358333333333333,9.124701710796804,37,240,74.33333333333333,84.0,3.0,6,42
37298,203,2.5375,4.727896607278328,16,80,92.0,92.0,1.0,6,42
37622,103,4.681818181818182,4.774798561060069,6,22,70.0,70.0,1.0,6,42
37652,310,3.8271604938271606,9.95086695149823,12,81,100.0,100.0,1.0,6,42
38053,834,3.5948275862068964,3.609699411346417,41,232,79.0,79.0,1.0,6,42
38234,46,1.84,1.841195263952197,6,25,70.0,70.0,1.0,6,42
38711,65,1.911764705882353,1.504893977113651,9,34,1.0,1.0,1.0,6,42
39208,536,2.9450549450549453,4.603296050369897,28,182,100.0,100.0,1.0,6,42
39411,164,2.8275862068965516,2.5897092638721744,15,58,70.0,70.0,1.0,6,42
39427,78,1.6595744680851063,1.0688595251722002,13,47,84.0,84.0,1.0,6,42
39655,162,2.6557377049180326,2.804075878084373,8,61,78.0,78.0,1.0,6,42
39660,349,2.281045751633987,1.9003376304581039,37,153,85.0,85.0,1.0,6,42
39882,191,2.8507462686567164,3.7909530717513134,9,67,90.0,90.0,1.0,6,42
40184,525,2.234042553191489,1.749392641337588,36,235,95.0,95.0,1.0,6,42
40333,174,2.4166666666666665,2.4422916968278723,15,72,0.0,0.0,0.0,6,42
40419,219,2.607142857142857,2.483768304692317,11,84,75.0,82.0,3.0,6,42
40508,91,3.1379310344827585,3.43016178222205,5,29,0.0,0.0,0.0,6,42
40563,298,1.8509316770186335,1.4239521591517024,30,161,94.0,94.0,1.0,6,42
40604,279,2.25,5.54893236636599,29,124,80.0,90.0,2.0,6,42
40857,282,2.4521739130434783,2.8260799154990615,16,115,86.0,86.0,1.0,6,42
40878,729,3.5048076923076925,4.667699260659352,25,208,91.0,94.0,2.0,6,42
41060,105,1.8421052631578947,1.4734492293862544,7,57,81.0,85.0,2.0,6,42
41414,188,2.1363636363636362,2.2085612843451874,14,88,0.0,0.0,0.0,6,42
41489,53,1.8928571428571428,1.7499055152119818,6,28,0.0,0.0,0.0,6,42
41547,257,3.1341463414634148,4.695051755909136,15,82,100.0,100.0,1.0,6,42
42552,1564,4.710843373493976,8.151184920045166,34,332,84.0,84.0,1.0,6,42
42616,1261,3.764179104477612,5.168528134933386,35,335,76.0,76.0,1.0,6,42
42638,2611,3.9620637329286796,6.05748194614287,51,659,72.33333333333333,84.0,3.0,6,42
42668,558,3.016216216216216,6.29481815505185,30,185,80.0,84.0,2.0,6,42
42746,3109,4.145333333333333,6.0292077990784305,54,750,95.0,98.0,5.0,6,42
42818,200,2.150537634408602,1.7566410422410286,20,93,39.0,39.0,1.0,6,42
43273,204,2.6842105263157894,3.1207286598519026,14,76,90.0,90.0,1.0,6,42
43284,439,2.1732673267326734,2.9447107854206878,42,202,76.0,79.0,2.0,6,42
43430,1220,3.777089783281734,5.782268479707342,37,323,90.5,98.0,4.0,6,42
43564,799,4.139896373056994,7.064149069246687,34,193,94.0,94.0,1.0,6,42
43958,2113,3.5935374149659864,5.642962396061818,54,588,91.28571428571429,98.0,7.0,6,42
45423,1401,5.388461538461539,9.903738497862122,25,260,67.5,75.0,2.0,6,42
45462,639,5.8090909090909095,7.792604650523862,20,110,70.0,70.0,1.0,6,42
45642,523,2.6414141414141414,2.2704685489293124,27,198,72.0,72.0,1.0,6,42
45664,523,2.4904761904761905,3.5678528465783295,34,210,41.25,66.0,4.0,6,42
46016,319,1.8764705882352941,1.92523860405971,29,170,65.0,65.0,2.0,6,42
46048,12,4.0,2.6457513110645907,1,3,0.0,0.0,0.0,6,42
46148,493,3.471830985915493,5.494928237932318,23,142,84.0,84.0,1.0,6,42
46605,1243,4.088815789473684,5.5842192707346525,53,304,94.0,98.0,2.0,6,42
46705,665,2.6284584980237153,5.162853853822465,37,253,100.0,100.0,2.0,6,42
46753,1039,3.4865771812080535,5.145180579373256,38,298,80.0,80.0,1.0,6,42
46812,141,3.0,4.343911281022128,15,47,55.0,55.0,1.0,6,42
46844,113,2.4565217391304346,1.8343212094714787,10,46,56.0,56.0,1.0,6,42
47061,66,3.0,2.4688535993934706,4,22,73.0,73.0,1.0,6,42
47063,63,1.6578947368421053,1.046908338729461,9,38,43.0,43.0,1.0,6,42
47855,5,1.6666666666666667,0.5773502691896258,3,3,45.90909090909091,80.0,11.0,6,42
47861,3793,5.773211567732115,8.174843226250172,60,657,72.0,72.0,1.0,6,42
47891,77,2.40625,2.7808025645891883,7,32,100.0,100.0,1.0,6,42
48040,469,2.35678391959799,2.1292436435216824,37,199,60.0,60.0,1.0,6,42
48152,114,2.28,2.3564068114874583,9,50,59.0,59.0,1.0,6,42
48503,150,2.8846153846153846,3.2938078932150447,11,52,76.0,76.0,1.0,6,42
48635,1562,4.176470588235294,10.281865779972195,46,374,86.25,96.0,4.0,6,42
49119,359,1.7684729064039408,1.9270330996979816,25,203,72.33333333333333,98.0,3.0,6,42
49123,236,4.816326530612245,7.581978274686833,9,49,0.0,0.0,0.0,6,42
49670,33,6.6,9.813256340277675,1,5,0.0,0.0,0.0,6,42
50069,106,2.2083333333333335,1.6105811470415499,11,48,78.0,78.0,1.0,6,42
50263,3177,5.312709030100335,9.410650387861878,51,598,71.2,100.0,5.0,6,42
50476,237,2.37,3.073690901436862,10,100,95.0,95.0,1.0,6,42
50487,1288,4.735294117647059,7.4637972925232035,31,272,75.0,78.0,2.0,6,42
50610,13,1.1818181818181819,0.6030226891555273,4,11,87.33333333333333,90.0,3.0,6,42
50993,72,2.0,1.5856499343441837,9,36,61.0,61.0,1.0,6,42
51030,212,2.2795698924731185,2.0974393881373,12,93,84.0,84.0,1.0,6,42
51033,418,2.4161849710982657,2.501202829339067,24,173,97.5,100.0,2.0,6,42
51153,681,2.8978723404255318,3.9448922597326206,35,235,67.5,75.0,2.0,6,42
51163,207,3.0441176470588234,4.009071145370104,13,68,87.0,87.0,1.0,6,42
51301,636,2.5853658536585367,2.7402571881926545,45,246,93.0,93.0,1.0,6,42
51485,472,3.4452554744525545,5.645039087069903,17,137,96.0,96.0,1.0,6,42
51576,1546,4.52046783625731,7.142733469948051,39,342,78.6,96.0,5.0,6,42
