id_assessment,id_student,date_submitted,is_banked,score
1752,53025,9,0,71.0
1752,111717,10,0,80.0
1752,306466,7,0,81.0
1752,342514,12,0,68.0
1752,342972,14,0,62.0
1752,1894188,14,0,76.0
1752,1938355,10,0,82.0
1752,2197016,9,0,75.0
1752,2411778,14,0,77.0
1752,2649826,14,0,75.0
1758,603861,-1,1,61.0
1758,998493,13,0,75.0
1758,1970390,-1,1,78.0
1758,2073016,-1,1,60.0
1758,2139353,-1,1,65.0
1758,2277857,14,0,73.0
1758,2330254,5,0,60.0
1758,2358969,-1,1,68.0
1758,2576122,-1,1,64.0
1758,65002,-1,1,66.0
1758,94961,-1,1,74.0
1758,129955,-1,1,85.0
1758,159954,-1,1,65.0
1758,277880,-1,1,70.0
1758,287210,14,0,73.0
1758,302476,11,0,82.0
1758,329659,9,0,58.0
1758,331358,-1,1,84.0
1758,335764,-1,1,86.0
1758,342007,-1,1,75.0
1758,390890,-1,1,75.0
1758,406682,13,0,84.0
1758,415969,-1,1,67.0
1758,470588,-1,1,86.0
1759,65002,-1,1,68.0
1759,129955,-1,1,82.0
1759,159954,-1,1,68.0
1759,277880,-1,1,65.0
1759,335764,-1,1,87.0
1759,390890,-1,1,80.0
1759,415969,-1,1,52.0
1759,603861,-1,1,56.0
1759,1970390,-1,1,90.0
1759,2073016,-1,1,53.0
1759,2139353,-1,1,62.0
1759,2470694,-1,1,67.0
1760,1970390,-1,1,90.0
1760,2073016,-1,1,68.0
1760,2139353,-1,1,71.0
1760,129955,-1,1,76.0
1760,277880,-1,1,68.0
1760,335764,-1,1,86.0
1760,390890,-1,1,54.0
1760,415969,-1,1,60.0
1760,603861,-1,1,58.0
1761,603861,-1,1,69.0
1761,1970390,-1,1,80.0
1762,603861,-1,1,71.0
1762,1970390,-1,1,80.0
14984,1436591,14,0,77.0
14984,1797614,-1,1,88.0
14984,1904710,12,0,73.0
14984,1971393,11,0,89.0
14984,2097916,14,0,95.0
14984,2327072,12,0,87.0
14984,2481224,14,0,85.0
14984,2524127,-1,1,73.0
14984,2626410,13,0,76.0
14984,2635829,11,0,74.0
14984,23629,9,0,67.0
14984,84245,-4,0,82.0
14984,108377,6,0,87.0
14984,133748,13,0,74.0
14984,141823,10,0,58.0
14984,169515,-5,0,70.0
14984,185349,14,0,79.0
14984,229426,11,0,75.0
14984,252340,9,0,78.0
14984,271036,13,0,62.0
14984,273731,13,0,80.0
14984,284076,11,0,71.0
14984,292027,14,0,80.0
14984,329226,13,0,75.0
14984,331844,13,0,80.0
14984,341040,11,0,83.0
14984,349040,10,0,72.0
14984,351543,-1,1,35.0
14984,352364,12,0,92.0
14984,386348,-1,1,78.0
14984,388360,13,0,68.0
14984,397118,6,0,75.0
14984,400894,-1,1,85.0
14984,416314,12,0,55.0
14984,418325,-3,0,75.0
14984,433531,14,0,75.0
14984,439857,13,0,75.0
14984,442466,-1,1,72.0
14984,466810,13,0,77.0
14984,476783,13,0,78.0
14984,477009,11,0,69.0
14984,479343,8,0,83.0
14984,480507,14,0,77.0
14984,480815,13,0,57.0
14984,483243,14,0,72.0
14984,484885,-1,1,57.0
14984,486391,9,0,79.0
14984,495674,10,0,43.0
14984,496674,14,0,42.0
14984,499380,13,0,85.0
14984,500585,1,0,57.0
14984,506233,8,0,55.0
