,0
age_band_55<=,0.00703534432633751
highest_education_No Formal quals,0.009834985654004189
highest_education_Post Graduate Qualification,0.010311351870489073
code_module_AAA,0.024844152570794364
imd_band_Unknown,0.03501091679214341
region_Ireland,0.036714626540438236
region_North Region,0.05319411531742276
region_Yorkshire Region,0.0570884529274989
region_South East Region,0.0606719384315641
region_Wales,0.062360820997276675
region_East Midlands Region,0.06595437706681227
region_South West Region,0.06945416155092073
code_module_GGG,0.07036802435164062
region_West Midlands Region,0.0713089346066504
imd_band_90-100%,0.07432071526705157
imd_band_80-90%,0.0783157959285172
region_North Western Region,0.0788335059902107
imd_band_70-80%,0.0821511082992664
imd_band_60-70%,0.08269141440334447
code_module_EEE,0.08362777070715027
region_London Region,0.08639297813199147
region_South Region,0.0868141794121567
imd_band_0-10%,0.08684224019598605
disability_N,0.0870385981274886
disability_Y,0.0870385981274886
imd_band_50-60%,0.08787879307703682
imd_band_40-50%,0.08994198992385635
region_East Anglian Region,0.09177099183797799
imd_band_10-20,0.09312208944613519
imd_band_20-30%,0.09724924434327364
imd_band_30-40%,0.09749349657165043
region_Scotland,0.0975748705527005
code_module_CCC,0.11855001995824907
code_presentation_2013B,0.12518870005541174
highest_education_HE Qualification,0.12685196951067063
code_module_DDD,0.1589731249950962
code_module_BBB,0.17485407379079224
code_presentation_2014B,0.17928111753340067
code_module_FFF,0.1848034559053849
code_presentation_2013J,0.19757171572006776
age_band_35-55,0.20655131733853457
age_band_0-35,0.20945523027580826
num_of_prev_attempts,0.21772170726262643
code_presentation_2014J,0.226971239362537
highest_education_Lower Than A Level,0.2385499480118518
highest_education_A Level or Equivalent,0.24611747853616034
gender_F,0.24647708385646466
gender_M,0.2464770838564647
assess_count,0.5851001421469725
vle_mean,1.8116224741192923
vle_std,20.076848398902417
assess_mean,1419.0301893951437
assess_max,1458.4331064823857
studied_credits,1554.8570221153088
vle_total,180143.6154990307
